Name,Address,Operation,Homepage,Type,Rate,Img
푸른바다횟집,대전 대덕구 중리로64번길 7 (우)34389,월~토 12:00 ~ 22:00,https://place.map.kakao.com/10871239,회,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Flocal%2Freview_placeapp%2FbtqiVIViWIL_m9xGDsuy3agFcj7v0P7cKK_img.jpg
설악칡냉면,대전 대덕구 신탄진북로32번길 8-21 (우)34308,매일 10:30 ~ 22:00,https://place.map.kakao.com/10493572,냉면,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC834A3350A374253A43D5D43C5A1F3B9
청원삼계탕,대전 대덕구 중리로44번길 16 1층 (우)34390,"둘째,넷째 일요일",https://place.map.kakao.com/492147843,삼계탕,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFE4E9BB153B44523A05C9F77CD4C09A0
야미마라탕 대전점,대전 대덕구 한남로 61 (우)34432,매일 11:00 ~ 21:00,https://place.map.kakao.com/1482421525,중식,4.5,
투썸플레이스 대전송촌점,대전 대덕구 송촌북로36번길 10 1층 (우)34408,매일 09:00 ~ 23:00,https://place.map.kakao.com/1810846938,투썸플레이스,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0F3A839342174BA588B15EF4785E2A5F
이촌누리촌,대전 대덕구 대청로424번안길 10 (우)34316,매일 10:00 ~ 21:00,https://place.map.kakao.com/1060088388,삼계탕,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F17A3FB3F3FD74BB386D11A62E178BE0E
작은식당 오정3호점,대전 대덕구 한밭대로988번길 51 (우)34438,월~토 11:00 ~ 15:00,https://place.map.kakao.com/1586569239,한식뷔페,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF8B735EC95374066B368F3AE801A7784
봉황정갯벌낙지수제비,대전 대덕구 계족로740번길 6 1층 (우)34396,매일 11:20 ~ 21:30,https://place.map.kakao.com/9032280,수제비,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9802F55F184F4B9FAA3811CC61F42686
울엄마양평해장국,대전 대덕구 계족산로 13 (우)34411,10:00 ~ 22:00,https://place.map.kakao.com/17837074,해장국,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFA3DD7B9C4944AF98B460674C4520A4D
등대활어회,대전 대덕구 우암로 419 1층 (우)34418,화~일 11:00 ~ 23:00,https://place.map.kakao.com/21338175,회,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC0C249DE684E4457BFFC7F2272022629
장모네,대전 대덕구 계족로664번길 103 (우)34397,월~토 11:00 ~ 21:00,https://place.map.kakao.com/19387896,한식,4.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F285DBE93D19B481682F9D82B4A052E86
마루일식,대전 대덕구 송촌북로12번길 45 (우)34409,매일 09:00 ~ 21:00,https://place.map.kakao.com/14622438,일식집,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F145C553B4F6D440C10
송강가든,대전 대덕구 대청호수로 1533 (우)34316,10:00 ~ 22:00,https://place.map.kakao.com/9148082,"매운탕,해물탕",5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F641482b44ca7984630e5556ba6f075cb5ad1bee9%3Foriginal
화왕산민물장어,대전 대덕구 송촌로 19 1층 (우)34424,"월,수,목,금,토,일 11:00 ~ 22:00",https://place.map.kakao.com/183472802,장어,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F718BDDB6A51F4E37BEE0A41E2E8EA15B
교촌치킨 송촌1호점,대전 대덕구 송촌북로20번길 27-17 1층 (우)34408,매일 12:00 ~ 24:00,https://place.map.kakao.com/1062708320,교촌치킨,3.0,
킴스부대찌개 신탄진점,대전 대덕구 대덕대로1454번길 35 1층 (우)34323,10:00 ~ 22:00,https://place.map.kakao.com/26471318,"찌개,전골",3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB005E7D9B28F49E78D183596F0F405A4
메가MGC커피 대전신탄진점,대전 대덕구 대덕대로 1555 금강엑슬루타워 상가동 1층 121호 (우)34304,매일 08:00 ~ 21:30,https://place.map.kakao.com/668322514,메가MGC커피,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F475D9E37D5C64C05AEE3C490405F906C
선반미 한남대점,대전 대덕구 한남로 35 1층 (우)34431,"토,일 10:30 ~ 21:30",https://place.map.kakao.com/1643982756,베트남음식,4.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8456FF4CFB674467833F783C6324B3A8
시민갈비,대전 대덕구 신탄진동로 16 1층 (우)34312,매일 16:30 ~ 24:00,https://place.map.kakao.com/1937311488,갈비,4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB1DC661F9F45483396543BC910163050
60계 대전중리법동점,대전 대덕구 한밭대로1149번길 35 1층 (우)34395,화~토 11:00 ~ 01:50,https://place.map.kakao.com/1596345512,60계,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEE226AF2EE5A4872ADE7506BF8B99F0E
한마음정육식당 신탄진점,"대전 대덕구 신탄진로 660 1, 2층 (우)34332",매일 11:30 ~ 22:00,https://place.map.kakao.com/1933058003,"육류,고기",5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC9EE7A9E6AC746DF9BC9E78B22491409
선비숯불갈비,대전 대덕구 비래동로16번길 47 (우)34418,매일 11:00 ~ 21:30,https://place.map.kakao.com/9143210,갈비,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCC9EF02F0A71427D9F42BD3E1FA50684
샤브쌈주머니 대전비래점,대전 대덕구 비래동로 20 2층 (우)34418,매일 11:00 ~ 22:00,https://place.map.kakao.com/1441248040,샤브쌈주머니,2.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB9F6BCBEF4994CDAB840E6317D116D0A
춤추는꽃돼지,대전 대덕구 석봉로57번길 71 (우)34318,매일 14:00 ~ 22:00,https://place.map.kakao.com/23495854,"육류,고기",4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD181EE3E7B6B4895AF4D3E559AB4BDBC
창성한우정육식당,"대전 대덕구 동춘당로 83 118, 128호 (우)34409",월~토 10:00 ~ 22:00,https://place.map.kakao.com/62729133,"육류,고기",5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEC957770323143B98B5AC6274E10FD69
숯대감,대전 대덕구 비래동로 30 1층 (우)34418,화~일 16:30 ~ 23:00,https://place.map.kakao.com/987919548,"육류,고기",3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4FAE4FEED0F84591BEE1172E088FB6FE
옛사랑막국수,대전 대덕구 중리로63번길 14 1층 (우)34388,화~일 11:00 ~ 20:00,https://place.map.kakao.com/12556313,국수,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F147111454F949D3B16
써브웨이 대전한남대점,대전 대덕구 한남로25번길 5 (우)34431,매일 08:00 ~ 23:00,https://place.map.kakao.com/1725368711,써브웨이,2.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6C7670A01B134BEF831BA15C9BD65A73
파스쿠찌 대전한남대점,대전 대덕구 한남로 45 (우)34432,매일 09:00 ~ 24:00,https://place.map.kakao.com/26595354,파스쿠찌,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F99D8DD3BB07246DBB19A1E8C775226D3
캡프로젝트,대전 대덕구 중리로53번길 42 1층 (우)34388,"월,수,목,금,토,일 12:00 ~ 22:00",https://place.map.kakao.com/581994405,카페,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FDFC7B94E2DC74F019617C5231C444105
강릉해변메밀막국수 대전점,대전 대덕구 석봉로58번길 98 1층 (우)34319,매일 11:00 ~ 20:30,https://place.map.kakao.com/224909875,국수,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA0C6D1D34E844729BC5E16AF0CCAF8BE
던킨 한남대점,대전 대덕구 홍도로 136 1층 (우)34428,매일 08:00 ~ 22:00,https://place.map.kakao.com/263022594,던킨,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFB059B4BCDFC4034B43B9034B3F972BA
동경잇쇼쿠,대전 대덕구 신탄진로790번길 22 1층 (우)34311,"월,화,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/777618946,일본식라면,4.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F6E01BF9DDCD9455DA75CE7874C7EB9E8
왕바다횟집,대전 대덕구 계족로598번길 15-2 (우)34406,월~토 11:30 ~ 22:00,https://place.map.kakao.com/16938052,회,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F13BEBAC37C614698B0CB6F09D6A74EA1
조대포가든식당,대전 대덕구 한밭대로1033번길 8 1층 (우)34379,월~토 16:00 ~ 22:30,https://place.map.kakao.com/73745338,"육류,고기",5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3A0A5F0531214DC29F1E7599F0F8D932
첨사취이,대전 대덕구 송촌북로 48 1~3층 (우)34407,매일 11:30 ~ 22:00,https://place.map.kakao.com/1202491029,중식,2.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F749C59DF4FBA481DB76BD0DE2BC69C78
탐앤탐스 대전송촌점,대전 대덕구 계족산로81번길 116 1층 (우)34407,매일 10:00 ~ 03:00,https://place.map.kakao.com/17760398,탐앤탐스,3.2,
드슈커피,대전 대덕구 중리남로8번길 3 1층 (우)34390,10:00 ~ 22:00,https://place.map.kakao.com/1895732189,커피전문점,3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F525C914189A74B34A79C138CB8AE8202
대성식당,대전 대덕구 한밭대로988번길 35 (우)34438,10:00 ~ 22:00,https://place.map.kakao.com/8918334,"찌개,전골",5.0,
노랑물고기 송촌점,대전 대덕구 송촌북로16번길 24 1층 (우)34409,"금,토 16:00 ~ 01:00",https://place.map.kakao.com/1131353432,회,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F50B7B644689D47F791902835AE9F78BB
생태와갈치,대전 대덕구 오정로23번길 56 1층 (우)34442,10:00 ~ 22:00,https://place.map.kakao.com/10504915,"해물,생선",4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7A4C7199FE3E427182EA5B4089BE5A85
면식당,대전 대덕구 한남로38번길 21 1층 (우)34431,매일 08:00 ~ 23:30,https://place.map.kakao.com/13751835,일식,0.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9C375E2BF3C64C6C8EF7D6D45B1F2BBA
엘샤다이커피,대전 대덕구 오정로 38 (우)34434,월~토 08:00 ~ 21:00,https://place.map.kakao.com/670769509,커피전문점,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F817C8451C744401091B447F2C8D7D1AD
라드커피레스토랑 3호점,대전 대덕구 중리동로 20 1층 (우)34395,매일 10:00 ~ 24:00,https://place.map.kakao.com/27247403,카페,2.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9211FC52A9064A619B0CBC0421C890DD
대복삼겹 중리점,대전 대덕구 중리남로 38-1 1층 (우)34390,매일 00:00 ~ 24:00,https://place.map.kakao.com/693238331,삼겹살,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2C625A19094E484EB1B749DA8B714D69
빽다방 대전중리가구거리점,대전 대덕구 한밭대로 1157 1층 (우)34395,매일 07:30 ~ 02:00,https://place.map.kakao.com/29802322,빽다방,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F259E9E1D1E994C22A6059277757339AF
24시강청골순대국밥,대전 대덕구 덕암북로 61 1층 (우)34320,매일 07:00 ~ 24:00,https://place.map.kakao.com/2081947257,순대,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4D71C31CC57D4A6DA6A63F81B9DEF476
기막고,대전 대덕구 신탄진동로 43 1층 (우)34310,토 15:30 ~ 23:30,https://place.map.kakao.com/325994098,"육류,고기",4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB2F0D13914334F23B13261497B9DBA05
송담추어탕 대전중리점,대전 대덕구 한밭대로 1163 1층 (우)34395,매일 08:00 ~ 22:00,https://place.map.kakao.com/25986231,송담추어탕,4.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9b2ba1ee0666b4ff7a716b3814f433e5b26e5839%3Foriginal
청년다방 대전송촌점,대전 대덕구 송촌북로36번길 11 1층 (우)34407,10:00 ~ 22:00,https://place.map.kakao.com/345589150,청년다방,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0FF9CAB882C34359A47881EB4DB4E3EA
로충칭마라탕 한남대점,대전 대덕구 한남로12번길 29 2층 (우)34431,매일 10:30 ~ 21:30,https://place.map.kakao.com/768333980,중국요리,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F77A731832D9342A284C117D5DF1304A8
이차돌 플러스 대전송촌점,대전 대덕구 송촌북로36번길 18 1층 (우)34408,매일 11:30 ~ 22:00,https://place.map.kakao.com/494331252,이차돌,3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_376594796
장모님순대국밥,대전 대덕구 비래서로 8 (우)34419,매일 00:00 ~ 24:00,https://place.map.kakao.com/590163811,순대,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0489F492B2AA47DABD049431DA02C52A
진주냉면 이가원,대전 대덕구 대덕대로1627번길 13 1층 (우)34306,매일 11:00 ~ 20:00,https://place.map.kakao.com/968668393,냉면,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE283E8C2785A44408C2C0EF0E67DDD43
제일추어탕,대전 대덕구 한남로 137 1층 (우)34443,매일 11:00 ~ 20:30,https://place.map.kakao.com/15768884,추어,4.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8DF678C6E3174718BC73A4C4FFFEA3D6
최고집잔치국수 신탄진점,대전 대덕구 덕암로265번길 127 1층 (우)34329,토 11:00 ~ 15:30,https://place.map.kakao.com/10842088,국수,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9E0FA1877A764134A08C021307A00B30
송촌염소맛집,대전 대덕구 송촌북로20번길 7 1층 (우)34408,"둘째,넷째 일요일",https://place.map.kakao.com/2126815030,"육류,고기",5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6144DBF034B74BDDA8F15CFF176EFDED
교촌치킨 한남대점,대전 대덕구 한남로12번길 19-9 1층 (우)34431,매일 12:00 ~ 02:00,https://place.map.kakao.com/692719571,교촌치킨,2.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1CA391DBB54249A88D4F7EB3DD95F637
복골집,대전 대덕구 비래동로16번길 41 1층 (우)34418,월~토 11:30 ~ 22:00,https://place.map.kakao.com/1499739573,삼겹살,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F999915AE2FA141E6925F08B47E1CF469
동구말식당,대전 대덕구 신탄진로315번길 61 (우)34357,10:00 ~ 22:00,https://place.map.kakao.com/20612801,한식,0.0,
베트남식당 동구점,대전 동구 동대전로 130-2 3층 (우)34647,토요일,https://place.map.kakao.com/772521239,베트남음식,0.0,
바음식당 대전동구점,대전 동구 송촌남로 7 (우)34540,"월,화,수,토,일 00:00 ~ 23:59",https://place.map.kakao.com/2090726245,한식,0.0,
명랑식당,대전 동구 태전로 56-20 (우)34623,월~토 11:00 ~ 15:00,https://place.map.kakao.com/11891952,한식,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDD3593F1BDD24AB1917CA2917968A1D6
왕관식당,대전 동구 선화로196번길 6 (우)34625,월~토 12:00 ~ 14:00,https://place.map.kakao.com/8013624,한식,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F152988424F6F1C8E2B
적덕식당,대전 동구 우암로 220-3 (우)34593,매일 10:40 ~ 21:40,https://place.map.kakao.com/10711287,한식,148.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB72AE87463814E12982E38C118DB153B
별미식당,대전 동구 대전로 701-12 (우)34633,월~토 11:00 ~ 21:00,https://place.map.kakao.com/221561550,한정식,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F20C07753C4144065937F45FF39558AC9
광천순대식당,대전 동구 대전천동로 452-1 (우)34633,매일 00:00 ~ 24:00,https://place.map.kakao.com/10153020,순대,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE414A3568E174A0C95159007FF35EE7A
백제식당,대전 동구 산서로1615번길 87 (우)34710,매일 11:00 ~ 01:00,https://place.map.kakao.com/17180539,"육류,고기",3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA85FF9FEA3A54C91A09FC264CF8C0612
송림식당,대전 동구 대전로 767-9 2층 (우)34630,월~토 11:00 ~ 21:00,https://place.map.kakao.com/21239907,한식,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F56BF97E6D03A4307A61D9F53EFD42E0E
현암기사식당,대전 동구 대전천북로 72 1층 (우)34571,매일 05:30 ~ 22:00,https://place.map.kakao.com/8613528,기사식당,2.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F77B9A746A9134493A65794327D16CBDA
한밭식당,대전 동구 태전로 3 1층 (우)34627,매일 09:00 ~ 22:00,https://place.map.kakao.com/8131572,설렁탕,2.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F12485C434F5785CF1A
구름식당,대전 동구 계족로 184-29 (우)34610,화~토 11:30 ~ 20:30,https://place.map.kakao.com/2043913170,"돈까스,우동",4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61C019D99F354374A6BD911B6ACDF3CD
24시서울식당,대전 동구 동서대로1695번길 53 (우)34551,매일 00:00 ~ 24:00,https://place.map.kakao.com/16126538,한식,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBC4C93499A1A411DB0559A8A59C53647
들마루식당,대전 동구 대청호수로 671-7 (우)34500,화~일 11:00 ~ 20:00,https://place.map.kakao.com/21242791,"매운탕,해물탕",3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB17CC784FBB0449C965B8CB10291FCBD
도라지식당,대전 동구 동광장로 17 (우)34617,월~토 11:30 ~ 20:00,https://place.map.kakao.com/14618798,한식,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8DDFF5E93BC0498D967DE47079B68541
충무식당,대전 동구 동산초교로 3-1 1층 (우)34557,10:00 ~ 22:00,https://place.map.kakao.com/16715668,회,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd29596037a4b4aba78b7ec729b6ef1d956c1bfd8%3Foriginal
금촌한우정육식당,대전 동구 계족로 324 1층 (우)34589,월~토 16:00 ~ 23:00,https://place.map.kakao.com/465409401,"육류,고기",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFFFD4ECFDDEF4D6E9F15F38B484B395B
조대포가든식당,대전 동구 동부로33번길 1 (우)34672,"토,일 11:00 ~ 23:00",https://place.map.kakao.com/167766996,"육류,고기",3.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4484CBB01DA141F083934B81B6302470
옥천식당,대전 동구 대전로791번길 29 (우)34628,매일 11:00 ~ 21:00,https://place.map.kakao.com/13493608,한식,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC44D92A944EB4594949F2538E1E8C364
개천식당,대전 동구 대전로779번길 41-1 (우)34628,매일 11:00 ~ 20:30,https://place.map.kakao.com/11051453,분식,3.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1358BC474F45EB5031
용호식당,대전 동구 홍도로9번길 13 1층 (우)34558,매일 11:00 ~ 20:00,https://place.map.kakao.com/511466171,"육류,고기",3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7FE96126F2CE4E1FBCE91D154E3A5199
조대포가든식당 대전점,대전 동구 계족로 335 1층 (우)34591,매일 16:00 ~ 24:00,https://place.map.kakao.com/1654034972,"육류,고기",3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3D3FBB11EDB04CCAB76D2E01B17CD3F4
신미식당,대전 동구 우암로85번길 35 (우)34620,월~금 11:30 ~ 20:30,https://place.map.kakao.com/16126634,한식,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7129E867FFD5421287F14DB9F0D5E2F1
청솔식당,대전 동구 가양로 150 (우)34574,매일 10:00 ~ 22:00,https://place.map.kakao.com/16882611,한식,3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F293FAE46526949F497E19D453CC4FB1A
쿠우쿠우 대전동구점,대전 동구 은어송로 72 패션아일랜드 3층 (우)34681,매일 11:00 ~ 21:00,https://place.map.kakao.com/2009258604,쿠우쿠우,3.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEB8FBB26D50B400E95D0F72FE79DF31D
효순식당,대전 동구 용운로 16 (우)34658,매일 11:00 ~ 22:00,https://place.map.kakao.com/1721441495,"육류,고기",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3EC0978945284720A6F7B2D591529FF0
평화정육식당 본점,대전 동구 동서대로1572번길 185 (우)34591,매일 11:00 ~ 22:00,https://place.map.kakao.com/1579630636,"육류,고기",3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F66B19E127B4C417A9E63B37CBBF73C9B
청주식당,대전 동구 대전로 833 2층 (우)34625,10:00 ~ 22:00,https://place.map.kakao.com/9475992,오리,0.0,
오복식당,대전 동구 대전로807번길 34 1층 (우)34627,매일 11:00 ~ 21:30,https://place.map.kakao.com/1729198958,한식,4.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9A93557FDCE54BD48CF8B4B77011D6DC
한성식당,대전 동구 대전천동로 522-3 (우)34630,10:00 ~ 22:00,https://place.map.kakao.com/10938377,"사철탕,영양탕",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE9C65F8A07B6457F9BD19B1FB4FA4757
강나루식당,대전 동구 신기로101번길 30-17 (우)34679,10:00 ~ 22:00,https://place.map.kakao.com/771306572,"매운탕,해물탕",5.0,
대전정육식당,대전 동구 동산초교로22번길 57 (우)34554,매일 11:00 ~ 22:00,https://place.map.kakao.com/16335906,"육류,고기",5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8958BE92684C4ED09835B298E3392645
소담식당,대전 동구 신기로101번길 30-8 (우)34679,매일 11:00 ~ 22:00,https://place.map.kakao.com/2061451137,한정식,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F19A02E5300434639AFD74FC1580F70D6
