Name,Address,Operation,Homepage,Type,Rate,Img
행복한찜닭 대전동구점,대전 동구 홍도로9번길 40 (우)34558,"토,일 15:00 ~ 09:00",https://place.map.kakao.com/493149963,행복한찜닭,0.0,
뉴욕숯불두마리치킨 대전동구중구점,대전 동구 태전로126번길 22 (우)34570,10:00 ~ 22:00,https://place.map.kakao.com/1555274949,치킨,0.0,
장수골돌구이식당,대전 동구 새울로 94 (우)34522,10:00 ~ 22:00,https://place.map.kakao.com/10073322,"육류,고기",0.0,
아빠닭강정과엄마탕수육 동구점,대전 동구 동서대로1668번길 41 (우)34579,매일 09:00 ~ 20:00,https://place.map.kakao.com/2060737708,중식,0.0,
돈쭐돈 동구점,대전 동구 홍도로33번길 55 (우)34554,10:00 ~ 22:00,https://place.map.kakao.com/1359460898,한식,0.0,
굿후렌드피자 대전동구점,대전 동구 성동로13번길 50 1층 (우)34517,매일 10:30 ~ 24:00,https://place.map.kakao.com/8679132,피자,0.0,
달링볶음밥 대전동구점,대전 동구 충정로 100 (우)34510,"토,일 16:00 ~ 05:00",https://place.map.kakao.com/1092966837,분식,0.0,
나리네반찬식당,대전 동구 신기로 99 (우)34679,10:00 ~ 22:00,https://place.map.kakao.com/218342066,한식,0.0,
복덕식당,대전 동구 보문로 6-1 (우)34634,10:00 ~ 22:00,https://place.map.kakao.com/2043024907,한식,0.0,
목척순대식당,대전 동구 새울로91번길 6-17 (우)34662,10:00 ~ 22:00,https://place.map.kakao.com/16452600,순대,5.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1B0EF9D330B8489098182B644AA78EF1
전주식당,대전 동구 역전시장길 84 (우)34629,10:00 ~ 22:00,https://place.map.kakao.com/1172713654,한식,0.0,
카레세끼매운숙성카레 대전동구점,대전 동구 동대전로 149 (우)34608,매일 10:00 ~ 23:40,https://place.map.kakao.com/1847399939,일식,0.0,
강원도집식당,대전 동구 중앙로194번길 19 (우)34628,10:00 ~ 22:00,https://place.map.kakao.com/15486743,한식,0.0,
먹거리식당,대전 동구 현암로 44 (우)34564,매일 17:30 ~ 05:20,https://place.map.kakao.com/634153504,한식,0.0,
이것이국밥이다 대전동구점,대전 동구 옻밭3길 35 1층 (우)34671,토 08:00 ~ 23:00,https://place.map.kakao.com/1101550415,한식,0.0,
대청가든식당,대전 동구 회남로275번길 26 (우)34501,10:00 ~ 22:00,https://place.map.kakao.com/21437811,한식,0.0,
샬례식당,대전 동구 회남로 1087 (우)34501,10:00 ~ 22:00,https://place.map.kakao.com/21438415,한식,0.0,
삼거리시장국수 대전동구용운점,대전 동구 용운로 136 (우)34661,10:00 ~ 22:00,https://place.map.kakao.com/1246954306,국수,0.0,
육회만드는사람들 동구점,대전 동구 용운로151번길 13 (우)34525,매일 17:30 ~ 02:00,https://place.map.kakao.com/1371989821,일식,0.0,
김선생불닭발 대전동구점,대전 동구 우암로 214 (우)34593,"토,일 08:00 ~ 21:30",https://place.map.kakao.com/1476022251,한식,0.0,
이쁜이식당,대전 동구 계족로368번길 32 (우)34590,10:00 ~ 22:00,https://place.map.kakao.com/514228788,한식,0.0,
대성식당,대전 동구 계족로368번길 34 (우)34590,10:00 ~ 22:00,https://place.map.kakao.com/21242722,한식,0.0,
성남식당,대전 동구 우암로 159-14 (우)34591,10:00 ~ 22:00,https://place.map.kakao.com/10475427,한식,0.0,
솔로박스 대전동구점,대전 동구 대학로50번길 54 (우)34526,월~토 15:00 ~ 23:00,https://place.map.kakao.com/782418099,양식,0.0,
판암생돼지촌식당,대전 동구 옥천로 206 (우)34677,10:00 ~ 22:00,https://place.map.kakao.com/1836505250,한식,0.0,
불타는오쭈낙 대전동구점,대전 동구 옻밭3길 35 (우)34671,토 08:00 ~ 23:00,https://place.map.kakao.com/2094123484,한식,0.0,
연성식당,대전 동구 대전로839번길 83 (우)34625,10:00 ~ 22:00,https://place.map.kakao.com/459092281,한식,0.0,
아담식당,대전 동구 우암로85번길 19 (우)34620,10:00 ~ 22:00,https://place.map.kakao.com/1440526875,한식,0.0,
숲속식당,대전 동구 회남로1085번길 20 (우)34501,10:00 ~ 22:00,https://place.map.kakao.com/8447215,추어,0.0,
배터지는해자식당,대전 동구 충정로 7 (우)34503,매일 08:00 ~ 24:00,https://place.map.kakao.com/999808075,한식,0.0,
계림옻닭식당,대전 동구 산내로1308번길 73-1 (우)34703,10:00 ~ 22:00,https://place.map.kakao.com/23011150,닭요리,0.0,
한끼한상도시락 대전동구점,대전 동구 동대전로 223-1 (우)34607,월~토 08:00 ~ 03:00,https://place.map.kakao.com/326843973,"육류,고기",0.0,
시골손칼국수식당,대전 동구 동부로 56-7 (우)34674,10:00 ~ 22:00,https://place.map.kakao.com/16117635,국수,0.0,
베스타뷔페,대전 서구 만년로 70 10-11층 (우)35203,토 12:00 ~ 21:30,https://place.map.kakao.com/18785742,뷔페,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F48DA9C342128410B925CD1A4178638C7
원조태평소국밥 둔산점,대전 서구 둔산로31번길 52 1층 (우)35229,월~토 09:00 ~ 02:00,https://place.map.kakao.com/2069365489,국밥,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E7CCDAE086F4F69BA148E5A3C4E5F0C
대선칼국수,대전 서구 둔산중로40번길 28 오성빌딩 2층 (우)35241,매일 11:30 ~ 22:00,https://place.map.kakao.com/7825433,칼국수,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEAD8ABE7AAC3473BBCFC5E1A3C9DFD1E
사리원 본점,대전 서구 둔산로31번길 77 사리원빌딩 2층 (우)35229,매일 11:00 ~ 22:00,https://place.map.kakao.com/17968768,갈비,3.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2777755053BE2F2D30
성심당 롯데백화점 대전점,대전 서구 계룡로 598 1층 (우)35299,매일 08:00 ~ 22:00,https://place.map.kakao.com/1513470800,"제과,베이커리",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDE844D2E1F02413CAA571269DE4720ED
조기종의향미각 용문점,대전 서구 도산로 335 1층 (우)35301,화~일 10:30 ~ 21:00,https://place.map.kakao.com/19313641,중국요리,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F211084CD1CAC4B5B893A0EB83EB6450B
상무초밥 둔산직영점,대전 서구 둔산로31번길 66 다송빌딩 1층 (우)35229,매일 11:10 ~ 22:00,https://place.map.kakao.com/983349043,"초밥,롤",3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE70ECF80BD12482CAC25183441B50139
하레하레,"대전 서구 둔산로 155 크로바아파트 제상가동 1,2층 (우)35248",매일 08:00 ~ 22:00,https://place.map.kakao.com/10093756,"제과,베이커리",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD50E8DAE82FE49A1A508D5B53AA6AD59
토미야,대전 서구 청사서로 14 1층 (우)35220,월~토 11:00 ~ 20:00 (재료소진시 조기 종료),https://place.map.kakao.com/1532158905,"돈까스,우동",4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F19EE328EC4F6499D9B08471C607E3444
바다수산,대전 서구 계룡로 338 (우)35275,매일 12:00 ~ 02:00,https://place.map.kakao.com/26321753,회,2.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDC6E93463DAE43FD805564C632B8E1F0
와타요업 갈마본점,대전 서구 갈마역로25번길 9-8 1층 (우)35231,매일 12:00 ~ 21:00,https://place.map.kakao.com/118007880,일식,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD7085B7D953640C990D4C6D88710EA09
떡반집 본점,대전 서구 둔산로 8 밀레니엄프라자 1층 109호 (우)35230,"토,일 10:00 ~ 20:00",https://place.map.kakao.com/19833870,분식,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA62ADCB417C940EAA39BB5434DC9FDED
맛청,대전 서구 둔산로51번길 16 2층 (우)35233,월~토 11:40 ~ 21:30,https://place.map.kakao.com/24584527,퓨전일식,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2109FD3553ADEC7F0B
마실 둔산점,대전 서구 둔산중로 74 2층 (우)35240,화~토 11:30 ~ 21:00,https://place.map.kakao.com/20995567,한정식,2.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC4938A31BDC146FB8BC792F43CAEC724
비씨씨킹덤,대전 서구 문정로 40 3층 (우)35262,"토,일 11:30 ~ 21:30",https://place.map.kakao.com/24898224,뷔페,2.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F35C403898CEC4A758DB2B4D8AFD3D8C0
이태리국시 본점,대전 서구 둔산로31번길 31 방림빌딩 2층 (우)35229,월~토 11:30 ~ 22:00,https://place.map.kakao.com/24448992,이탈리안,1874.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F32E52A9397EC413E94DAE9D385F1B674
오백돈 대전본점,"대전 서구 둔산남로105번길 18 1, 2층 (우)35241",매일 16:00 ~ 00:30,https://place.map.kakao.com/936014706,한식,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F21C734CD06044761AB5C10C5A63E3B55
소나무풍경,대전 서구 괴정로116번길 42 1층 (우)35295,매일 10:30 ~ 20:20,https://place.map.kakao.com/22139556,한식,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF5A171B6FA3D4E8FA66FDB57C6188E27
괴정동공주칼국수,대전 서구 용문로 32 괴정동 48-16 (우)35298,매일 11:00 ~ 22:00,https://place.map.kakao.com/21435931,칼국수,3.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196FD1434F64154512
홀리크로스,대전 서구 둔산로 25 6층 (우)35229,월~토 12:00 ~ 22:00,https://place.map.kakao.com/9648677,커피전문점,4.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6E9DB526F444414CA51086061F9FB5EB
버기즈,대전 서구 계룡로553번안길 61 1층 (우)35263,매일 11:10 ~ 20:30,https://place.map.kakao.com/1050113713,햄버거,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F5A50E401F7A546B7B1F7EF2A3EB8167F
에스에스에이더블유,대전 서구 둔산중로32번길 29 1층 103호 (우)35241,"월,수,목,금,토 09:00 ~ 22:00",https://place.map.kakao.com/1748402386,커피전문점,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9571AE529902472AAA68C0C2D74C50D8
성심당 DCC점,대전 유성구 엑스포로 107 1층 (우)34125,"매일 08:00 ~ 22:00 (빵 / 8:00~21:00 카페, 브런치)",https://place.map.kakao.com/1148545656,"제과,베이커리",4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9E0BA7CDF3C3473DACE9C5DBDA73C6F9
원조태평소국밥 본관,대전 유성구 온천동로65번길 50 1-2층 (우)34185,매일 00:00 ~ 24:00,https://place.map.kakao.com/200882001,국밥,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F40fd1baac51dc9fa418f798c947a3a727e128551%3Foriginal
온천손칼국수쭈꾸미,대전 유성구 온천북로 61 (우)34185,월~토 11:00 ~ 22:00,https://place.map.kakao.com/27392262,칼국수,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB87570CBE3FB4A83997A1141486635B3
숯골원냉면 본점,대전 유성구 신성로84번길 18 (우)34116,매일 11:00 ~ 20:00,https://place.map.kakao.com/11892114,한식,3.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4A53EB704E3849A8BD51D34A040C03A0
상무초밥 유성점,대전 유성구 대학로 44 1층 106~110호 (우)34185,매일 11:10 ~ 22:00,https://place.map.kakao.com/2079493043,"초밥,롤",3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F94633B77526341ABBB0F8805C73A4E14
수통골감나무집 본점,"대전 유성구 수통골로 69 1,2층 (우)34154",매일 11:20 ~ 21:00,https://place.map.kakao.com/19661134,오리,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1649D7EC9BDC43BE9CA4CC0FD987B5D9
원조태평소국밥 유성점,대전 유성구 문화원로 140 (우)34185,매일 00:00 ~ 24:00,https://place.map.kakao.com/24324371,국밥,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F558FD0E2DEE64782A07C155E890DC13C
천리집,대전 유성구 신성남로 127 (우)34116,매일 06:30 ~ 21:30,https://place.map.kakao.com/9437196,순대,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1D0EFD23BB2C4723B46C7A7F85AEFF44
워낭명가,대전 유성구 계룡로105번길 10 1-2층 (우)34187,매일 11:30 ~ 23:00,https://place.map.kakao.com/2111618635,"육류,고기",3.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff6bceb64a550659e5fd74dab614b0ed521e5c1f3%3Foriginal
청송한우타운,"대전 유성구 노은동로79번길 71 로얄빌딩 1,2, 4층 (우)34091","토,일 11:00 ~ 22:00",https://place.map.kakao.com/14734613,"육류,고기",4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FFBCDED0086FE4D9491E6A2C7C5E7B441
복사꽃피는집 대전점,대전 유성구 원계산로 238-34 1층 (우)34215,매일 11:00 ~ 21:30,https://place.map.kakao.com/1319614166,한식,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1333407073
바르미 샤브샤브n칼국수 봉명점,대전 유성구 대학로 39-10 엔터팰리스1차 2층 201호 (우)34168,매일 11:00 ~ 22:00,https://place.map.kakao.com/1826571417,샤브샤브,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F21460274355D4A9FB9DAA195FB6B808C
꾸드뱅,"대전 유성구 지족동로 146 계룡프라자 1층,2층 (우)34073",매일 08:30 ~ 21:30,https://place.map.kakao.com/27558110,"제과,베이커리",3.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE2D88C2C25CD492FB5EB7E0C866DB5B8
유생촌 대전유성점,대전 유성구 엑스포로 240 (우)34124,매일 11:00 ~ 21:30,https://place.map.kakao.com/27221731,뷔페,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2310B734563C149B29
일당감자탕,대전 유성구 계룡로59번길 36 1층 (우)34169,매일 00:00 ~ 24:00,https://place.map.kakao.com/9926848,감자탕,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1307B1424F43145234
구들마루,대전 유성구 온천동로65번길 35 1층 (우)34185,매일 11:00 ~ 21:40,https://place.map.kakao.com/1344962863,한식,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5358479E506E4AB4A25297C9C191C26B
커피인터뷰 궁동점,대전 유성구 한밭대로371번길 25-3 1층 (우)34136,매일 11:00 ~ 22:00,https://place.map.kakao.com/1429359605,카페,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF2337ED288C441F4B9C1DE716E95A94C
띠울석갈비 유성직영점,대전 유성구 계룡로141번길 1 (우)34187,매일 11:00 ~ 22:00,https://place.map.kakao.com/8937961,갈비,2.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F043DB2631EC64BA694B007F2BD52C140
백마강참숯민물장어 유성점,대전 유성구 도안대로567번길 3 (우)34179,매일 11:00 ~ 22:00,https://place.map.kakao.com/7893813,장어,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fa77aab9fd4630eb73380880c77463068dbe73fd7
떡갈나무집,대전 유성구 엑스포로539번길 270 1층 (우)34040,토요일,https://place.map.kakao.com/512494984,한식,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4B77171216CF4A0DA105B923FF81C366
대청장어가 대전본점,"대전 유성구 금남구즉로 1421 1,2층 (우)34003",매일 11:00 ~ 22:00,https://place.map.kakao.com/1942363892,장어,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3E41A191B2954204B3E37209CEDBA200
더함뜰,대전 유성구 동서대로 181 1층 (우)34159,"월,수,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/19272546,한식,3.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE6D65AA3A2B440138B19F21AD5F7D22E
유람,대전 유성구 도안대로 553-1 1층 (우)34180,"월,수,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/652949894,카페,349.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F672459542687418883D58BC35C730B20
대손관 본점,대전 유성구 한밭대로492번길 20 B동 1-2층 (우)34184,매일 11:00 ~ 21:30,https://place.map.kakao.com/1244684601,"돈까스,우동",3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0809C26B38A94A75AFD7E2181BF16F66
동신수산,대전 유성구 노은동로75번길 12 (우)34091,매일 11:30 ~ 22:00,https://place.map.kakao.com/7839198,회,3.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1820603E4F74F45333
유성본가누룽지삼계탕,대전 유성구 유성대로 645 (우)34174,매일 10:30 ~ 21:00,https://place.map.kakao.com/407720247,삼계탕,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB89364EBB7F8440EAA4D05D7C9DD771B
솔밭묵집,대전 유성구 관용로 51 1층 (우)34039,매일 10:30 ~ 20:30,https://place.map.kakao.com/10550442,한식,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1931E6354F45D25315
케이인하우스 루,대전 유성구 봉명로 27-27 3층 (우)34190,매일 11:30 ~ 21:00,https://place.map.kakao.com/18583057,한정식,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0F8046EEA3AC4FEBB8C51241F35DF208
추어명가,대전 유성구 현충원로347번길 45-6 1층 (우)34144,매일 08:00 ~ 21:00,https://place.map.kakao.com/96732427,추어,2.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F04B5A76121D44CDD9D39E1EF2E126A93
수통골장수오리,"대전 유성구 수통골로 89 1,2층 (우)34154",매일 11:20 ~ 21:20,https://place.map.kakao.com/23151613,오리,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBDB498B69FAA4404892A16690ACDE82A
잇마이타이 봉명점,대전 유성구 문화원로 77 그랑펠리체상가 1층 103호 (우)34184,매일 11:00 ~ 21:00,https://place.map.kakao.com/27529721,동남아음식,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F62350E33693B420893494E17C8E06638
아케이드커피,대전 유성구 대학로 48-17 1층 (우)34185,매일 12:00 ~ 24:00,https://place.map.kakao.com/2070748723,카페,2.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F95E6276BE93E43D08AFAA13D7F7CE2B6
권인순갈비김치찌개,대전 유성구 노은서로76번길 75-5 (우)34092,매일 11:00 ~ 22:00,https://place.map.kakao.com/1069200206,"찌개,전골",3.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF51CFEEC93E44B96AA3422E6E2F60AFA
에이트,대전 유성구 한밭대로 458 (우)34183,매일 10:00 ~ 24:00,https://place.map.kakao.com/725432692,카페,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7BB7A148F949458487BFCCE843E776A4
그린베이커리,대전 유성구 테크노4로 80-7 1층 101호 (우)34016,매일 10:00 ~ 19:00,https://place.map.kakao.com/907048988,"제과,베이커리",4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE762F34C10E940C5AEB176BC42513C06
촌놈들연탄구이 본점,대전 유성구 온천북로13번길 10 1층 (우)34185,매일 17:00 ~ 02:00,https://place.map.kakao.com/689117352,"육류,고기",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2837EBAAAF46414390246505321A4662
뜨랑한우 노은본점,대전 유성구 노은동로75번길 48 1-2층 (우)34091,매일 11:00 ~ 22:00,https://place.map.kakao.com/678789901,"육류,고기",4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F537E8BF1EBD54191ADC1EE277FDABB69
르뺑99-1,대전 유성구 온천북로33번길 22-3 101호 (우)34185,매일 08:30 ~ 23:50,https://place.map.kakao.com/427542006,디저트카페,3.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F00CC897541A849FF8BCFE6D36ED9E7F1
서원골유황오리,대전 유성구 엑스포로269번길 8 (우)34124,매일 11:00 ~ 22:00,https://place.map.kakao.com/16115120,오리,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F13EC34E794EE42D8A989EDE47AA24F1D
크래버대게나라 대전유성점,대전 유성구 대학로 56 (우)34185,매일 11:30 ~ 23:00,https://place.map.kakao.com/26314467,"게,대게",4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F8f57ace709d993630815adbde21ad6b5a4216c59
철수네매운갈비찜,대전 유성구 대학로 31 유성한진오피스텔 1층 116호 (우)34168,월~토 17:00 ~ 01:00,https://place.map.kakao.com/8536307,갈비,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEAAD81EAC86E4DE4BA8BB05E4BA6BF69
음식이있는풍경,대전 유성구 신성로 69 1층 (우)34107,"토,일 12:00 ~ 22:00",https://place.map.kakao.com/949594550,이탈리안,3.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC8FA73DE5CA940F2BC03613FF0CFBB67
대전신화수산,대전 유성구 노은동로 8 (우)34147,매일 09:00 ~ 22:00,https://place.map.kakao.com/1925447794,회,2.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9765B25AEC0D486BB82D0ED9C2995E7C
카페소신,대전 유성구 농대로15번길 7 1층 (우)34138,매일 12:00 ~ 22:00,https://place.map.kakao.com/1130406500,디저트카페,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F51839D8FA9AA455BAF648BFF836A71E0
갑동숯골냉면,대전 유성구 현충원로 173 (우)34150,매일 10:30 ~ 20:00,https://place.map.kakao.com/21316926,냉면,2.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE980887A40084254B2FEC53DC7A056C8
도안동감나무집 유성본점,대전 유성구 진잠옛로 291-73 (우)34157,매일 10:00 ~ 22:00,https://place.map.kakao.com/7832369,오리,2.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F9EF7C356DF9F475CAD69CBEED54AE556
리엔차이,대전 유성구 은구비로155번길 34 (우)34097,매일 11:30 ~ 21:00,https://place.map.kakao.com/7857168,중국요리,81.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F157B434C4F63EF292D
따봉시래기,대전 유성구 계룡로113번길 75 (우)34186,월~토 09:30 ~ 21:30,https://place.map.kakao.com/27287850,한식,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F27FC4026191845AA864DF2E58698D8AD
데미재,"대전 유성구 노은서로 63-1 1, 2층 (우)34145",화~일 12:00 ~ 18:00,https://place.map.kakao.com/558657538,커피전문점,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F6BA04F73086C43469E2312F5F4A329BA
탑립커피,"대전 유성구 엑스포로 600 1,2층 (우)34041",매일 10:00 ~ 22:00,https://place.map.kakao.com/731632113,카페,3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB0A1BC6B19FD415794945014FCDC87C3
